,ID,Name,Address,Rating,OpeningHour,PhoneNum,Parking,Amenities,Description,TotalCheckins,PowerLevel,NumofStation,ChargeType
455,218074,S Central Ave Parking/Charging,"4373 S Central Ave, Los Angeles, CA 90011, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Restrooms, Shopping, Dining","The charger is located curbside, southbound. Station ID: 12284A",1,7 kW,1,J-1772
456,218204,Burbank Blvd Parking/Charging,"18431 Burbank Blvd, Tarzana, CA 91356, USA",,,Parking: Free,+1 877-505-2674,"Shopping, Restrooms, Dining, EV Parking","The charger is located curbside, westbound.",3,6.24 kW,1,J-1772
457,218205,Wilmington Ave Parking/Charging,"10320 Wilmington Ave, Los Angeles, CA 90002, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"EV Parking, Dining, Shopping, Restrooms","The charger is located curbside, northbound. Station ID: 12307A",0,7 kW,1,J-1772
458,218207,Wilmington Ave Parking/Charging,"10455 Wilmington Ave, Los Angeles, CA 90002, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"EV Parking, Dining",Station ID: 12309A,0,7 kW,1,J-1772
459,218208,S Western Ave Parking/Charging,"10719 S Western Ave, Los Angeles, CA 90047, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Dining, EV Parking, Restrooms, Shopping",Station ID: 12312A,0,7 kW,1,J-1772
460,218320,S Grand Ave Parking/Charging,"931 S Grand Ave, Los Angeles, CA 90015, USA",,Open 24/7,Parking: Pay,+1 855-900-7584,"Lodging, Shopping, Restrooms, Dining, EV Parking","The charger is located curbside, southbound. Station ID: 12242A",2,7 kW,1,J-1772
461,218465,Studio City Place,"11220 Ventura Blvd, Studio City, CA 91604, USA",,,Parking: Free,+1 213-367-1544,"EV Parking, Dining, Restrooms, Shopping","Located 10ft in the air on the light pole, $2/hr, unlock with Greenlots app",1,7 kW,1,J-1772
462,218466,W 1st St Parking/Charging,"633 W 1st St, Los Angeles, CA, US, 90012",,,Parking: Pay,+1 213847145,"Park, Shopping, Restrooms, EV Parking, Dining","The charger is located curbside, southeast bound.",2,7 kW,1,J-1772
463,218467,S Main St Parking/Charging,"412 S Main St, Los Angeles, CA 90013, USA",,Open 24/7,Parking: Pay,+1 855-900-7584,"Park, Dining, Shopping, Restrooms, EV Parking","The charger is located curbside, northbound. Main St is one-way north. Station ID: 12273A",3,7 kW,1,J-1772
464,218468,S Figueroa St Parking/Charging,"7251 S Figueroa St Los Angeles, CA 90003",,Open 24/7,Parking: Free,+1 855-900-7584,"EV Parking, Restrooms, Dining, Shopping","The charger is located curbside, southbound. Station ID: 12290A",0,7 kW,1,J-1772
465,219298,HBO Building,"9000 Sunset Blvd, West Hollywood, CA 90069, USA",,Open 24/7,Parking: Pay,+1 310-500-5473,"Lodging, Shopping, Dining, Restrooms, EV Parking",On corner of Sunset and Hammond. No fees to charge. Parking rates apply.,1,,1,J-1772
466,219326,DaVita Boyle Heights Dialysis,"1936 E 1st St, Los Angeles, CA 90033",,,Parking: Free,,"Dining, EV Parking, Shopping, Restrooms",,1,,1,J-1772
467,219544,WeWork Playa Vista,"12655 W Jefferson Blvd, Los Angeles, CA 90066",,,Parking: Free,,"Restrooms, Shopping, Dining, EV Parking",There are 3 charging stations in the first floor of the the parking garage for WeWork.,0,,3,J-1772
468,220057,Getty Villa Parking,"The Getty Villa, 17985 Pacific Coast Hwy, Pacific Palisades, CA 90272, United States",,,,,,,1,,1,J-1772
469,220436,S Highland Ave Parking/Charging,"1368 S Highland Ave Los Angeles, CA 90019",,Open 24/7,Parking: Free,,"Shopping, Dining, EV Parking, Restrooms",Greenlot station. Not shown on their map.,2,,1,J-1772
470,220455,Parking Structure - Public,"6245 Wilshire Blvd, Los Angeles, CA 90048, USA",,,,,,"4 Chargepoint Stations, level 2. 4 more at Handicap parking spots near entrance.",0,,8,J-1772
471,220887,Sepulveda Street Charger,"6171 Sepulveda Blvd, Van Nuys, CA 91411, United States",,Open 24/7,,,,"This charger is located on the street on a utility pole.
",1,,1,J-1772
472,221927,V T Nail & Spa,"1547 Westwood Blvd, Los Angeles, California, US, 91403",,Open 24/7,Parking: Free,+1 213-847-1455,"EV Parking, Shopping, Dining, Restrooms",,1,7 kW,1,J-1772
473,222454,Holiday Inn,"19800 S Vermont Ave, Torrance, CA 90502",,,Parking: Free,,"WiFi, Lodging, Restrooms, Dining, EV Parking, Shopping",New Level 2 charging location with 16 stations.,2,,16,J-1772
474,222572,IHOP,8461 Santa Monica Boulevard West Hollywood CA 90069 US,10,Open 24/7,Parking: Free,+1 130-051-8038,"WiFi, Shopping, Dining, EV Parking, Restrooms",,12,,1,J-1772
475,222843,San Pedro St Parking/Charging,"1121 San Pedro St, Los Angeles, CA 90015, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Restrooms, EV Parking, Shopping, Dining",Station ID: 12254A,0,7 kW,1,J-1772
476,222845,Dunsmuir Ave Parking/Charging,"1372 S DUNSMUIR AVE, Los Angeles, California, US, 90019",,Open 24/7,Parking: Free,+1 855-900-7584,"Dining, Shopping, EV Parking, Restrooms",Station ID: 12271A,1,7 kW,1,J-1772
477,222850,Ave 50 Parking/Charging,"5008 N Figueroa St, Los Angeles, CA 90042",1,Open 24/7,Parking: Free,+1 855-900-7584,"Dining, Shopping, Restrooms, EV Parking",Station ID: 12275A,6,7 kW,1,J-1772
478,222917,For visitors of Playa Villa Leasing Office,"12855 Runway Rd, Playa Vista, CA 90094, United States",,Open 24/7,,,,"Two J plugs, located for leasing office visitors outside the gated area. Go into the structure and turn right.",0,,1,J-1772
479,223003,Roscoe Blvd Parking/Charging,"15421 Roscoe Blvd, North Hills, CA 91343",,Open 24/7,Parking: Free,+1 855-900-7584,"Restrooms, EV Parking, Shopping",Station ID: 12238A,0,7 kW,1,J-1772
480,223046,Seabluff Retail store Garage,"6030 Seabluff Dr, Playa Vista, CA 90094, United States",,,Parking: Free,,"Shopping, EV Parking, Dining, Restrooms",J Plugs for retail and apartment guests. Enter under-building garage from Seabluff.,2,,1,J-1772
481,223153,Nordhoff St Parking/Charging,"18002 Nordhoff St Northridge, CA 91325",,Open 24/7,Parking: Free,+1 855-900-7584,"Park, Restrooms, Dining, Shopping, EV Parking",Station ID: 12231A,1,7 kW,1,J-1772
482,223154,Chatsworth St Parking/Charging,"18483 Chatsworth St Northridge, CA 91326",,Open 24/7,,+1 855-900-7584,,Station ID: 12250A,0,7 kW,1,J-1772
483,223155,Ventura Bl Parking/Charging,"20335 Ventura Blvd, Woodland Hills, CA 91364, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"EV Parking, Restrooms, Shopping, Dining",Station ID: 12245A,0,7 kW,1,J-1772
484,223156,Roscoe Blvd Parking/Charging,"12519 Roscoe Blvd, Sun Valley, CA 91352, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"EV Parking, Restrooms, Shopping, Dining",12297A,1,7 kW,1,J-1772
485,223157,Van Nuys Blvd Parking/Charging,"8761 N Van Nuys Blvd W Van Nuys, CA 91402",,Open 24/7,Parking: Free,+1 855-900-7584,"Restrooms, Shopping, Dining, EV Parking",Station ID 12266A,3,7 kW,1,J-1772
486,223158,Ventura Blvd Parking/Charging,"11378 Ventura Blvd, Studio City, CA 91604, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Restrooms, EV Parking, Dining, Shopping",Station ID: 12270A,0,7 kW,1,J-1772
487,224090,Corbin Ave Parking/Charging,"11280 Corbin Ave, Porter Ranch, CA 91326, USA",,Open 24/7,Parking: Free,+1 855-900-7584,EV Parking,Station ID: 12237A,1,7 kW,1,J-1772
488,224091,West Hills Hospital & Medical Center,"7200 Medical Center Dr West Hills, CA 91307",,Open 24/7,Parking: Free,+1 855-900-7584,"Dining, Restrooms, Shopping, EV Parking",Station ID: 12243A,0,7 kW,1,J-1772
489,224348,Sunset Blvd Parking/Charging,"7288 Sunset Blvd, Los Angeles, CA 90046, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Restrooms, Dining, EV Parking, Shopping",Station ID: 12283A,0,7 kW,1,J-1772
490,225234,Wesley Ave. Parking/Charging,"4434 Wesley Ave, Los Angeles, CA, 90037 USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Shopping, Dining, EV Parking",,0,7.2 kW,1,J-1772
491,225237,Temple St. Parking/Charging,"3117 W Temple St, Los Angeles, CA 90026, USA",,,Parking: Free,+1 877-505-2674,"Dining, EV Parking, Restrooms, Shopping",,1,7.2 kW,1,J-1772
492,225240,Vineland Avenue Parking/Charging,"5160 Vineland Ave, North Hollywood, CA 91601, USA",,,Parking: Free,+1 877-505-2674,"Restrooms, EV Parking, Dining, Shopping",,0,7.2 kW,1,J-1772
493,225277,Hampton Inn & Suites,"7501 N Glenoaks Blvd, Burbank, CA 91504, USA",,,Parking: Free,+1 866-816-7584,"WiFi, Lodging, Dining, Shopping, Restrooms, EV Parking","Hampton Inn & Suites - Los Angeles/ Burbank, CA",1,,1,J-1772
494,225531,South Grand Ave Parking/Charging,"3022 S Grand Ave, Los Angeles, CA, 90007 USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Shopping, Dining, EV Parking",,3,7.2 kW,1,J-1772
495,225895,The Mansfield at Miracle Mile,"5118 Wilshire Blvd, Los Angeles, CA 90036, USA",,,Parking: Pay,,"Dining, Restrooms, Shopping, EV Parking",,0,,1,J-1772
496,226374,Rinaldi Street Parking/Charging,"Rinaldi Street, Los Angeles, CA, 91326 USA",,,Parking: Free,+1 877-505-2674,"EV Parking, Shopping, Restrooms, Dining",,0,7.2 kW,1,J-1772
497,226473,Balboa Blvd Parking/Charging,"7537 Balboa Blvd, Los Angeles, CA, 91406 USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Shopping, EV Parking, Dining",,1,7.2 kW,1,J-1772
498,226736,Slauson Ave Parking/Charging,"3000 W Slauson Ave, Los Angeles, CA, 90043 USA",,Open 24/7,Parking: Free,+1 877-505-2674,"Shopping, Restrooms, EV Parking",FLO | EVC350 | SLID 84741,0,7.2 kW,1,J-1772
499,226738,Heads Galore,"8309 Louise Ave, Los Angeles, CA, 91325 USA",,Open 24/7,Parking: Free,+1 877-505-2674,"EV Parking, Shopping, Dining, Restrooms",FLO | EVC334 | SLID 138318,0,7.2 kW,1,J-1772
500,226739,Pacific Coast Hwy Parking/Charging,"1033 W Pacific Coast Hwy, Los Angeles, CA, 90744 USA",,,Parking: Free,+1 877-505-2674,"Shopping, Restrooms, Dining, Lodging, EV Parking",FLO | EVC352 | SLID 52564,1,7.2 kW,1,J-1772
501,226742,Magnolia Blvd Parking/Charging,"10455 W Magnolia Blvd, Los Angeles, CA, 91601 USA",,,Parking: Free,+1 877-505-2674,"Shopping, Restrooms, Dining, EV Parking",FLO | EVC324 | SLID 174809,0,7.2 kW,1,J-1772
502,226743,Laurel Canyon Blvd Parking/Charging,"11320 Laurel Canyon Blvd, Los Angeles, CA, 91340 USA",,,Parking: Free,+1 877-505-2674,EV Parking,FLO | EVC333 | SLID 163185,2,7.2 kW,1,J-1772
503,226922,Plummer St Parking/Charging,"21900 Plummer St, Chatsworth, CA 91311, USA",,,Parking: Free,+1 877-505-2674,"Shopping, Restrooms, EV Parking",,0,7.2 kW,1,J-1772
504,230115,Westgate Center,"8405 Pershing Dr, Playa Del Rey, CA 90293",,Four-hour limit.,Parking: Free,,"Shopping, Dining, Restrooms, EV Parking",Four EVConnect Level 2 chargers are located in the back parking lot against the wall of the building. The map marker location is precise.,2,,2,J-1772
505,230549,Daly St Parking/Charging,"1936 Daly St, Los Angeles, CA 90031, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, EV Parking, Restrooms, Dining",Station ID: 12252A,0,7 kW,1,J-1772
506,230550,W Adams Blvd Parking/Charging,"3925 W Adams Blvd, Los Angeles, CA 90018, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Park, EV Parking",Station ID: 12286A,0,7 kW,1,J-1772
507,230551,S Central Ave Parking/Charging,"10149 S Central Ave, Los Angeles, CA 90002, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Dining, EV Parking, Restrooms, Shopping","Station ID: 12293A 
",0,7 kW,1,J-1772
508,230625,Lakeside Medical Associates,"14901 Rinaldi Street, Los Angeles, CA, 91345 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
509,230626,Erwin Street Parking/Charging,"21365 Erwin St, Woodland Hills, CA, 91367 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,1,7.2 kW,1,J-1772
510,230627,Tampa Avenue Parking/Charging,"8201 Tampa Avenue, Reseda, CA, 91335 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
511,230886,San Vicente Blvd Parking/Charging,"5962 S San Vicente Blvd, Los Angeles, CA 90036, USA",,,Parking: Free,+1 877-505-2674,"Park, Shopping, EV Parking, Restrooms, Dining","The chargers are located curbside, southbound.",1,7.2 kW,1,J-1772
512,230887,Winnetka Ave Parking/Charging,"8240 Winnetka Ave, Winnetka, CA 91306, USA",,,Parking: Free,+1 877-505-2674,"Dining, EV Parking, Shopping, Restrooms","The charger is located curbside, northbound.",0,7.2 kW,1,J-1772
513,230888,S Central Ave Parking/Charging,"664 S Central Ave, Los Angeles, CA, 90021 USA",,,Parking: Free,+1 877-505-2674,"Restrooms, EV Parking, Dining, Shopping","The charger is located curbside, northbound.",0,7.2 kW,1,J-1772
514,230889,S Beverly Dr Parking/Charging,"1143 S Beverly Dr, Los Angeles, CA 90035, USA",,,Parking: Free,+1 877-505-2674,"Lodging, Shopping, Dining, EV Parking, Restrooms","The charger is located curbside, southbound.",0,7.2 kW,1,J-1772
515,230890,Mason Avenue Parking/Charging,"20477 Mayall St, Chatsworth, CA 91311, USA",,,Parking: Free,+1 877-505-2674,"Shopping, Restrooms, Dining, EV Parking","The charger is located curbside, southbound.",0,7.2 kW,1,J-1772
516,231002,Woodland Hills Corporate Center,21021 Ventura Blvd ,,,Parking: Pay,+1 866-816-7584,"Park, Dining, EV Parking, Shopping, Restrooms",Enter the parking garage from Paralta Ave.,1,7 kW,6,J-1772
517,231070,Sherman Way Parking/Charging,"20124 Sherman Way, Winnetka, CA 91306, USA",,,Parking: Free,+1 877-505-2674,"EV Parking, Dining, Shopping, Restrooms","The charger is located curbside, eastbound.",0,7.2 kW,1,J-1772
518,231123,Ayara Thai Cuisine,"6299 W 87th St, Los Angeles, CA, 90045 USA",,,Parking: Free,+1 877-505-2674,"Dining, Shopping, Restrooms, EV Parking",FLO | EVC345 | SLID 183654,3,7.2 kW,1,J-1772
519,231124,Holy Rock Baptist Church,"11009 S Figueroa St, Los Angeles, CA, 90061 USA",,,Parking: Free,+1 877-505-2674,EV Parking,FLO | EVC351 | SLID 35130,0,7.2 kW,1,J-1772
520,231125,Alameda St Parking/Charging,"736 S Alameda St, Los Angeles, CA 90021, USA",7.9,Open 24/7,Parking: Free,+1 877-505-2674,"Dining, Restrooms, Shopping, EV Parking","Operated by LADWP. 
",22,,1,J-1772
521,231126,IHOP,"2900 S Sepulveda Blvd, Los Angeles, CA, 90064 USA",,,Parking: Free,+1 877-505-2674,"EV Parking, Dining, Shopping, Restrooms",FLO | EVC331 | SLID 225695,0,7.2 kW,1,J-1772
522,231157,Curbside,"10104 Compton Ave, Los Angeles, CA 90002, USA",,Open 24/7,Parking: Free,,"Restrooms, EV Parking, Dining, Shopping",,0,,1,J-1772
523,231677,Variel Ave Parking/Charging,"6007 Variel Ave, Woodland Hills, CA 91367, USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Shopping, EV Parking, Dining",,0,7.2 kW,1,J-1772
524,231678,S Barrington Ave Parking/Charging,"1747 S Barrington Ave, Los Angeles, CA 90025, USA",,,Parking: Free,+1 877-505-2674,"Park, Shopping, EV Parking, Dining, Restrooms",,0,7.2 kW,1,J-1772
525,231679,Sherman Way Parking/Charging,"13737 Sherman Way, Van Nuys, CA 91405, USA",,Open 24/7,,+1 855-900-7584,,Station ID: 12302A,0,7 kW,1,J-1772
526,231774,OneCulver (no cell service),"10000 Washington Blvd, Culver City, CA 90232",,Open 24/7,Parking: Pay,+1 888-758-4389,"Shopping, Dining, Restrooms, EV Parking, Valet Parking","Five ChargePoint Stations for a total of 10 spots, underground parking.",1,6.6 kW,5,J-1772
527,231960,Chevy Chase Dr Parking/Charging,"4206 Chevy Chase Dr, Los Angeles, CA 90039, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Park, Shopping, EV Parking, Restrooms, Dining",Station ID: 12265A,1,7 kW,1,J-1772
528,231961,Vanowen St Parking/Charging,"18415 Vanowen St, Reseda, CA 91335, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Grocery, Dining, EV Parking, Restrooms, Shopping",Station ID: 12924,0,7 kW,1,J-1772
529,232011,Romaine Parking Structure,"6624 Romaine St, Los Angeles, CA 90038, United States",,Open 24/7,Parking: Pay,,"Dining, Shopping, EV Parking, Restrooms",30 Chargepoint level-2 chargers (6 on each floor),0,,1,J-1772
530,232024,Triage Entertainment Inc,"6701 Center Dr W, Los Angeles, CA 90045, USA",,,Parking: Free,,EV Parking,"One ChargePoint station with 2 plugs in visitor parking garage
",0,,2,J-1772
531,232453,Harbor College Parking,"1599 W L St, Wilmington, CA 90744, USA",,Open 24/7,Parking: Pay,,EV Parking,,0,,1,J-1772
532,236422,W 18th St Parking/Charging,"5931 W 18th St, Los Angeles, CA 90035, USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
533,236535,Venice Blvd Parking/Charging,"9200 Venice Blvd, Los Angeles, CA 90034, USA",,,Parking: Free,+1 877-505-2674,"Park, Dining, Shopping, Restrooms, EV Parking",,1,7.2 kW,1,J-1772
534,236814,Sherman West Office Building,"22156 Sherman Way, Canoga Park, CA 91303, United States",,Open 24/7,Parking: Free,+1 818-571-2019,"Park, EV Parking",Click 2 Drive Building located at S/E Corner of Sherman Way & Farralone Ave Canoga Park CA 91303 across Mcdonalds best price when you charge between 6:00pm and 8:00am and weekend no parking fee at these times.,0,,5,J-1772
535,236892,Electra Meccanica USA,"11644 VENTURA BLVD , Studio City, California, US, 91604",,,Parking: Free,+1 213-847-1455,EV Parking,,0,7 kW,1,J-1772
536,236935,S Orange Grove Ave Parking/Charging,"1398 S Orange Grove Ave, Los Angeles, CA, 90019 USA",,,Parking: Free,+1 877-505-2674,"Restrooms, EV Parking, Shopping, Dining",,0,6.24 kW,1,J-1772
537,237053,TOPA Plaza,"11941 San Vicente Blvd, Los Angeles, CA 90049, United States",,,Parking: Pay,,"Restrooms, Shopping, EV Parking, Dining",Underground Parking,3,,2,J-1772
538,237137,Marmion Way Parking/Charging,"Marmion Way, Los Angeles, CA, 90042 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
539,237319,Gordon St. Parking/Charging,"1499 Gordon St, Los Angeles, CA, 90028",,,Parking: Pay,+1 877-505-2674,"Restrooms, Dining, EV Parking, Shopping",,0,6.24 kW,1,J-1772
540,237880,Irene Street Parking / Charging,"10416 Irene Street, Los Angeles, CA, 90034 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
541,237882,Paxton Street Parking / Charging,"13308 Paxton St, Los Angeles, CA, 91331 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
542,237883,Gc Automotive,"7224 Valjean Ave, Van Nuys, CA, 91406 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
543,237884,Paso Robles Avenue Parking / Charging,"4940 Paso Robles Ave, Encino, CA, 91316 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
544,238023,Lafayette Park Pl Parking / Charging,"256 S Lafayette Park Pl, Los Angeles, CA, 90057 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
545,238024,Regal Place Apartments,"3619 Regal Pl, Los Angeles, CA, 90068 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
546,238025,Selig Pl Parking / Charging,"3845 Selig Pl, Los Angeles, CA, 90031 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
547,238026,United Collision Specialists,"3213 Beverly Blvd, Los Angeles, CA 90057, USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
548,238103,T Sportline - Al and Ed's Autosound (Coming Soon),"8500 Santa Monica Blvd, West Hollywood, CA, United States, 90069",,,Parking: Free,,EV Parking,temporarily closed,0,16 kW,3,Tesla
549,238838,Beverly Blvd Parking/Charging,"3211 Beverly Blvd, Los Angeles, CA, 90057 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
550,238913,Tampico Spice,"5901 S Central Ave, Los Angeles, California, US, 90001",,,Parking: Free,+1 213-847-1828,EV Parking,,0,7 kW,1,J-1772
551,239040,Alonzo Ave Metered Parking / Charging Station,"5010 Alonzo Ave, Encino, CA 91316, USA",,Open 24/7,Parking: Free,+1 877-505-2674,"Grocery, Shopping, Restrooms, Dining, EV Parking",,0,6.24 kW,1,J-1772
552,239152,Exposition Blvd Parking/Charging,"9850 Exposition Blvd, Los Angeles, CA, 90034 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
553,239153,Eat Drink Americano,"923 E 3rd St, Los Angeles, CA, 90012 USA",,,Parking: Free,+1 877-505-2674,"EV Parking, Dining, Restrooms, Shopping",,0,7.2 kW,1,J-1772
554,239241,Robertson Blvd Parking/Charging,"1757 S Robertson Blvd, Los Angeles, CA, 90035 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
555,239857,AVA Hollywood at La Pietra Place,"6677 Santa Monica Boulevard , Los Angeles, CA 90038",,,Parking: Pay,,"Dining, Restrooms, EV Parking, Shopping",,0,7.2 kW,10,J-1772
556,239866,Whitsett Ave Parking/Charging,"4319 Whitsett Ave, Studio City, CA, 91604 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
557,239867,Palms Blvd Parking/Charging,"10215 Palms Blvd, Los Angeles, CA, 90034 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
558,239869,Reseda Blvd Parking/Charging,"6135 Reseda Blvd, Tarzana, CA 91335, USA",,Open 24/7,Parking: Free,+1 855-900-7584,EV Parking,Station ID: 12235A,0,7 kW,1,J-1772
559,239871,Western Ave Parking/Charging,"5303 S Western Ave, Los Angeles, CA 90062, USA",,Open 24/7,Parking: Free,+1 855-900-7584,EV Parking,Station ID: 12311A,0,7 kW,1,J-1772
560,240180,Esplanade Street Parking/Charging,"6959 Esplanade St, Playa Del Rey, CA, 90293 USA",,Open 24/7,Parking: Free,+1 877-505-2674,"Restrooms, Dining, EV Parking","Right on the street, I activated through app, payment required $0.5/session",1,7.2 kW,1,J-1772
561,240181,South Barrington Ave Parking/Charging,"838 S Barrington Ave, Los Angeles, CA, 90049 USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Dining, EV Parking",,0,7.2 kW,1,J-1772
562,240182,Coldwater Canyon Ave Parking/Charging,"4294 Coldwater Canyon Ave, Studio City, CA, 91604 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,1,7.2 kW,1,J-1772
563,240183,Flo street charger - Free,"7647 Canoga Avenue, Canoga Park, CA, 91304 USA",,,Parking: Free,+1 877-505-2674,EV Parking,"This street charger is on a telephone pole
",1,7.2 kW,1,J-1772
564,240185,Hotel Star Light,"6945 Sepulveda Blvd, Van Nuys, CA, 91405 USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Dining, Lodging, EV Parking",,0,7.2 kW,1,J-1772
565,240186,Woodman Ave Parking/Charging,"8932 Woodman Ave, Arleta, CA, 91331 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
566,240187,North Thomas Street Parking/Charging,"2411 N Thomas Street, Los Angeles, CA, 90031 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,1,7.2 kW,1,J-1772
567,240188,Guidance Community Development,"2316 W Martin Luther King Jr Blvd, Los Angeles, CA, 90008 USA",,,Parking: Pay,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
568,240268,Sprouts Farmers Market,"1751 Westwood Blvd, Los Angeles, CA, 90024 USA",,,Parking: Free,+1 877-505-2674,"EV Parking, Restrooms, Shopping, Dining",,0,7.2 kW,1,J-1772
569,240699,Glenoaks Blvd Parking/Charging,"11175 Glenoaks Blvd, Los Angeles, CA, 91331 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
570,240700,Laurel Canyon Blvd Parking/Charging,"4839 Laurel Canyon Blvd, Valley Village, CA, 91607 USA",,Open 24/7,Parking: Free,+1 877-505-2674,EV Parking,FLO Network.,0,7.2 kW,1,J-1772
571,240767,Sepulveda Blvd Parking/Charging,"9776 S Sepulveda Blvd, Los Angeles, CA, 90045 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
572,240768,Vanowen Street Parking/Charging,"17415 Vanowen St, Lake Balboa, CA, 91406 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,1,7.2 kW,1,J-1772
573,241117,Virgil Avenue Parking/Charging,"181 S Virgil Ave, Los Angeles, CA, 90004 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,2,7.2 kW,1,J-1772
574,241449,San Fernando Insurance,"21021 Devonshire St, Chatsworth, CA, 91311 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,1,7.2 kW,1,J-1772
575,242759,Walgreens,"4009 Lincoln Blvd, Marina del Rey, CA 90292, United States",,9am - 9pm,Parking: Free,,"EV Parking, Shopping, Dining",45 minute max,3,,2,J-1772
576,242772,Colorado Blvd Parking/Charging,"2104 Colorado Blvd, Los Angeles, CA 90041, USA",,Open 24/7,Parking: Free,+1 855-900-7584,EV Parking,Station ID: 12560A,1,7 kW,1,J-1772
577,242883,Pili's Tacos,"11922 Santa Monica Blvd, Los Angeles, CA 90025",,9 AM - 4 PM Monday through Friday,Parking: Free,+1 310-766-8531,"Dining, Restrooms, EV Parking, Shopping, Park","Green Van with Mobile Charger. Any parking spot available.
",0,,1,J-1772
578,243063,Magnolia Blvd Parking/Charging,"10654 W Magnolia Blvd, North Hollywood, CA, 91601 USA",,,Parking: Free,+1 877-505-2674,"Shopping, Dining, EV Parking",,0,7.2 kW,1,J-1772
579,243065,Weddington Street Parking/Charging,"11169 Weddington St, Los Angeles, CA, 91601 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
580,243066,Glenoaks Blvd Parking/Charging,"10645 Glenoaks Blvd, Pacoima, CA, 91331 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
581,243067,Jefferson Blvd Parking/Charging,"6040 Jefferson Blvd, Los Angeles, CA, 90016 USA",,,Parking: Free,+1 877-505-2674,EV Parking,*UPDATE: Closed due to COVID-19,0,7.2 kW,1,J-1772
582,243071,Bakman Ave Parking/Charging,"5216 Bakman Ave, North Hollywood, California, US, 91601",,Open 24/7,Parking: Free,+1 855-900-7584,EV Parking,Station ID: 12535A,0,7 kW,1,J-1772
583,243072,3rd St Parking/Charging,"7952 W 3rd St, Los Angeles, California, US, 90048",,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, Restrooms, Dining, EV Parking",Station ID: 12523A,1,7 kW,1,J-1772
