,ID,Name,Address,Rating,OpeningHour,PhoneNum,Parking,Amenities,Description,TotalCheckins,PowerLevel,NumofStation,ChargeType,Lat,Lon,No_of_Visit
202,202859,Hotel Monaco Garage,"47w 200 S, Salt Lake City, UT 84101, USA",,,,,,"Turn into Hotel Monaco entrance, go past to garage on left.",2,,2,J-1772,40.7642064,-111.8942775,2
203,203436,Canyon Park Tech Center - Building E,"709 Technology Way, Orem, UT 84097, USA",4.9,,Parking: Free,,"Restrooms, EV Parking",Second charging location at Canyon Park Tech Center. This one is in front of building E.,4,,3,J-1772,40.3248977,-111.6801329,4
204,204123,Natureâ€™s Sunshine Products,"2901 W, Bluegrass Blvd, Lehi, UT 84043",7.9,Open 24/7,Parking: Free,,"Restrooms, EV Parking, Dining, Lodging","Three stations, each with two 30A plugs (6.6kW each port).",10,6.6 kW,3,J-1772,40.4351949,-111.8980847,10
205,20423,Smith's Food and Drug,"1725 Uinta St., Park City, UT 84098",8,Open 24/7 - 24 hours,,+1 435-649-7606,Dining,Free 30A Level 2 located on the west end of store front adjacent to the embankment. Closest parking space to the building. Lots of dining and free bus service to anywhere you want to go.,79,,1,J-1772,40.7238482,-111.5451115,50
206,204311,American Tower Parking Garage,"255 S West Temple, Salt Lake City, UT 84101, United States",9,Open 24/7 - Parking Garage Is Open 24/7. Some of the elevators are closed sometimes.,,,"EV Parking, Restrooms, Dining, Lodging, WiFi, Valet Parking","There are multiple chargers in the first floor of the American Tower parking garage. These chargers are different from the Hilton hotel chargers (These are meant for hotel guests only)
",4,,4,"J-1772, Tesla",40.7639002,-111.8952901,4
207,205696,Larry H. Miller Ford Dealership,"11442 S Lone Peak Pkwy, Draper, UT 84020, United States",,,,,"WiFi, Restrooms",There are two j1772 plugs located in front of the Larry H. Miller Ford dealership. These spots are commonly iceâ€™d.,1,,2,J-1772,40.5432802,-111.902463,1
208,206179,Serta,"1659 Industrial Rd, Salt Lake City, UT 84104, United States",,,,,,On the north west side on the building facing north. Clipper creek charger high power.,2,,1,J-1772,40.7341229,-111.9458975,2
209,206208,element 31 at brickyard,"1243 Brickyard Rd, Salt Lake City, UT 84106, United States",,Open 24/7,,,"Grocery, Shopping, EV Parking, Restrooms, Dining",Across from the apartments mailroom Unrestricted access.,3,,1,J-1772,40.7034882,-111.8587731,3
210,206394,Karl Malone,"46 East 200 South, Heber, Utah 84032",,7:00am - 6:00pm Monday-Friday,,+1 435-654-1931,"WiFi, Restrooms","Ram, Jeep, Dodge, Chrysler",0,,1,J-1772,40.5047426,-111.4149243,0
211,207147,Canyon Park Tech Center - Building Q,"1203 N 630 E, Orem, UT 84097, USA",,Open 24/7,Parking: Free,,"Restrooms, EV Parking",,3,,4,J-1772,40.3199192,-111.6837302,3
212,207450,Best Western Plus High Country Inn,"1335 W 12th St, Ogden, UT 84404, USA",,,,,"Dining, Lodging",,4,,2,J-1772,41.2438175,-112.014387,4
213,208432,"Heritage Ford/Dodge, Ram, Jeep","101 N 300 E, Tremonton, UT 84337",,Open 24/7,Parking: Free,+1 435-257-5221,"Dining, Restrooms, EV Parking, Shopping",Single Aerovironment J-1772 plug mounted outside between bay 1 & 2.,0,,1,J-1772,41.7131351,-112.1644502,0
214,208853,Layton Hills Chrysler/Dodge/Ram,"1234 N Main St, Layton, UT 84041, United States",,Open 24/7,,+1 801-544-5800,"WiFi, EV Parking, Restrooms",New Car (Mopar) dealer.,0,,1,J-1772,41.0783088,-111.986581,0
215,209076,Alta Wildcat Base Area,"10160 E Hwy 210, Alta, UT 84092, USA",9,Open 24/7,Parking: Free,+1 801-359-1078,"Shopping, WiFi, EV Parking, Restrooms, Dining, Lodging",New charging station at the Wildcat base area of Alta,6,,1,J-1772,40.5888349,-111.6406451,6
216,209216,Mazza,"10660 State St, Sandy, UT 84070",,,Parking: Free,,"EV Parking, Dining, Shopping, Restrooms",,3,,2,J-1772,40.5576364,-111.8934264,3
217,210118,Larry Miller Chrysler/Jeep/Ram,"1481 W Riverdale Rd, Riverdale, UT 84405",,Open 24/7,Parking: Free,+1 801-528-4883,"Shopping, Dining, EV Parking, WiFi, Restrooms",New/Used Mopar Dealer. Two Aerovironment Chargers located on back side of dealership.,3,,2,J-1772,41.1721186,-112.0167784,3
218,210653,MyPlace Hotel,"1167 W 80 S, Hurricane, UT 84737",,Open 24/7,Parking: Free,+1 435-619-6495,"Restrooms, EV Parking, Shopping, WiFi, Grocery, Dining, Lodging","Dual head Clipper Creek J-1772, 6.7 KW",2,,1,J-1772,37.1751578,-113.3124808,2
219,210870,James E. Faust Law Library,"The University of Utah, 397â€“441 S 1400 E, Salt Lake City, UT 84112, United States",,Open 24/7,,+1 801-581-6415,"WiFi, EV Parking, Restrooms","Four charging stalls located immediately east of the James E. Faust law library on the University of Utah campus.
",3,,2,J-1772,40.7607337,-111.8530502,3
220,210994,Soleil Apartments,"14788 Academy Pkwy, Riverton, UT 84065, United States",,,,,,,1,,4,J-1772,40.4822142,-111.9809201,1
221,212282,Larry Miller Chrysler/Jeep/Ram,"1825 N University Pkwy, Provo, UT 84604, United States",,Open 24/7,,+1 80173491,"Restrooms, WiFi","One J1772 plug, attached to southwest corner of the building (next to the service garage exit).",1,,1,J-1772,40.2594293,-111.6672418,1
222,213506,UVU Parking Garage,"Utah Valley University, S 800 W, Orem, UT 84058, United States",,6 AM - 9 PM,,,,"Charging station inside parking garage, level 1, space 128. 
",2,,1,J-1772,40.2787626,-111.7175679,2
223,213545,Innovation Point NW,"1633 W Innovation Way, Lehi, UT 84043, United States",,,Parking: Free,,EV Parking,North of pattern office,0,6.6 kW,2,J-1772,40.4305848,-111.8776973,0
224,213550,Canopy Tax,"4100 N Chapel Ridge, Lehi, UT 84043, United States",,,,,,South side of building,1,,2,J-1772,40.4393086,-111.895455,1
225,213668,Adobe,"3951 N Adobe Way, Lehi, UT 84043, United States",,,,,,,0,,2,J-1772,40.4363443,-111.8953807,0
226,213951,Comfort Inn & Suites,"45 N 2600 W, Hurricane, UT 84737",,,Parking: Free,,"Lodging, Dining, Restrooms, Shopping, WiFi, EV Parking",,0,,2,J-1772,37.1758774,-113.340463,0
227,214972,Weber State Community Education Building,"2605 Monroe Blvd, Ogden, UT 84401, USA",,,,,,"This charging station has one cable and a three hour charging limit. It's in the parking lot near the southwest end of the building. It says it's a pay per hour unit, but I charged for free.",1,,1,J-1772,41.217998,-111.962267,1
228,2151,Tim Dahle Nissan Southtowne,"11155 Jordan Gateway, South Jordan, UT 84095",8.2,Dealer hours: Mon. - Sat.: 9 a.m. - 9 p.m.,Parking: Free,+1 801-495-3800,"Restrooms, Shopping, EV Parking, WiFi, Dining, Grocery, Park",I-15 exit 292.,593,50 kW,8,"J-1772, CCS/SAE, CHAdeMO",40.5495324,-111.8995557,50
229,2152,Tim Dahle Nissan,"955 N. 400 E, North Salt Lake, UT 84054",4.7,Dealer hours: Mon. - Sat.: 8:30 a.m. - 8 p.m.,Parking: Free,+1 801-326-4886,"Dining, EV Parking, Lodging, Restrooms, Shopping",CHAdeMO / CCS charger (Station ID :33018) is east of the Service entrance . Level 2 is west of the Sales Office. Lot is open 24/7. No need to ask for the office unless a carâ€™s blocking charger access.,572,50 kW,3,"CHAdeMO, CCS/SAE, J-1772",40.8584647,-111.9052012,50
230,2153,Stephen Wade Auto Center,"1724 S. Hilton Drive, Saint George, UT 84770",4.9,Dealer hours: Mon. - Thu.: 8:30 a.m. - 7 p.m.; Fri. - Sat.: 8:30 a.m. - 6 p.m.,,+1 435-634-4500,,One AeroVironment Level 2 charging station. You can leave vehicle overnight and non-Nissan electrics can be charged here without fee.,8,,1,J-1772,37.0785648,-113.588715,8
231,215382,UVU Student Parking L6,"Utah Valley University, College Dr, Orem, UT 84058, United States",,Open 24/7 - 3-Hour Time Limit,,,,Yellow Permit Required,3,,1,J-1772,40.2787626,-111.7175679,3
232,2154,Wilson Nissan,"328 N. Main St., Logan, UT, 84321",3.9,,Parking: Free,+1 866-472-0813,"Restrooms, EV Parking, Shopping",,8,,1,J-1772,41.7376149,-111.8364156,8
233,215696,Walgreens,"2090 E 9400 S, Sandy, UT 84093",,,Parking: Free,,"Shopping, EV Parking, Dining, Restrooms",,2,7.2 kW,1,J-1772,40.5797664,-111.8341799,2
234,216079,Fred House Training Academy.,"14727 Minuteman Dr, Draper, UT 84020, USA",,,,,"Park, EV Parking",6 dual head CTE4000 series chargepoint AC chargers. 6.6kW each. Free for use.,1,,6,J-1772,40.4838151,-111.8969668,1
235,216084,Huntsville Library,"131 S 7400 E, Huntsville, UT 84317, USA",,,Parking: Free,,EV Parking,Pay-for-use chargepoint dual head CTE4000 series charger. Dual head @ 6.6kW each.,0,6.6 kW,2,"J-1772, Tesla",41.2620286,-111.7728827,0
236,216127,Sorrel River Ranch,Mile 17 Highway 128,,Open 24/7,,,"Valet Parking, Restrooms, Dining, Lodging",EV Charging Stations on property,0,,1,Tesla,38.6014546,-109.5656752,0
237,216151,Saratoga Springs Public Works,"391 S Saratoga Dr, Saratoga Springs, UT 84045, United States",2.4,,,,,"As of 2/18/20, these stations are disabled. The city has decided they want to bill for this service, but they don't yet know exactly how much. Once they decide, they will re-program these stations to require payment, then they will be reactivated.",9,,3,J-1772,40.3577694,-111.9081359,9
238,216460,Broadway ChargePoint,"83 E 300 S, Salt Lake City, UT 84111, United States",,,,,,,0,,1,J-1772,40.7630153,-111.8910598,0
239,217050,Office Building,"1064 S N County Blvd, Pleasant Grove, UT 84062, USA",9,7am - 7pm every day,,,,Three dual-port Chargepoint stations. Charging is provided for free.,5,,6,J-1772,40.3508596,-111.763103,5
240,219427,Holiday Oil,"2121 N Thanksgiving Way, Lehi, UT 84043, USA",7.8,Open 24/7,Parking: Free,,"Dining, Shopping, Restrooms, EV Parking",One ChargePoint CPE250 series with a blue banner. 4000 series dual head 6.6kW AC chargers next to it.,14,62.5 kW,3,"J-1772, CCS/SAE, CHAdeMO",40.4135898,-111.8795542,14
241,219430,U of U Medical Buildings,"167 6100 S, Murray, UT 84107, USA",,,Parking: Free,,"Dining, EV Parking, Shopping, Restrooms",ChargePoint charger.,3,,6,J-1772,40.639312,-111.8885596,3
242,219441,Calvin Rampton Complex,"2600 W 4700 S, Taylorsville, UT 84129, USA",,Open 24/7,,,"Park, EV Parking",Eight dual-port charging station available for public use. Two Fast DC with SAE Combo / CHAdeMO 62 kW.,1,,12,"CCS/SAE, CHAdeMO, J-1772",40.6690035,-111.9583985,1
243,219443,Utah Department of Corrections,"14717 Minuteman Dr., Draper, UT 84020",9,Open 24/7,,,"EV Parking, Park","Six dual-port charging stations available for public use. Each one shares 6.6 kW between its two plugs, so use your own station if you need a lot of juice in a hurry.",6,,6,J-1772,40.4854546,-111.8969203,6
244,219444,Utah Department of Health,"288 N 1460 W, Salt Lake City, UT 84116",,Open 24/7,,,"EV Parking, Park",Four dual-port charging stations available for public use.,1,,4,J-1772,40.7758787,-111.9350205,1
245,219819,Springhill Suites,"122 North Green Spring Drive, Washington, UT 84780",,Open 24/7,Parking: Free,,"Shopping, EV Parking, Restrooms, Dining, Lodging",Noodoe Network.,2,,4,J-1772,37.1328872,-113.5277142,2
246,220193,Culverâ€™s,"1354â€“1358 N 200 E, Logan, UT 84341, United States",,,,,,2 charging ports,2,,1,J-1772,41.756288,-111.8301458,2
247,220194,IHC Lakepark,"4646 Lake Park Blvd, West Valley City, UT 84120, USA",,Open 24/7,,,,Two level two chargers,0,,4,J-1772,40.7142718,-112.0038142,0
248,221384,Wasatch Brew Pub,"291 Main St, Park City, UT 84060, USA",,,Parking: Free,,"Dining, EV Parking, Restrooms, Shopping",Wasatch brew pub parking Lot. Two dual plug J1772 chargers. Four total plugs at this location.,2,,2,J-1772,40.6419564,-111.4973181,2
249,221695,Silver Lake Lodge Garage,"7815 Royal St, Park City, UT 84060, USA",,Open 24/7,Parking: Pay,,"Lodging, Shopping, Restrooms, EV Parking, Dining",Silver Lake Lodge Garage,0,,1,Tesla,40.6231031,-111.490963,0
250,221923,Springhill Suites Sugar House,"2206 1300 E, Salt Lake City, UT 84106, USA",7,Open 24/7,,,,,5,,1,J-1772,40.722916,-111.856794,5
251,222326,Lindon Industrial,"133â€“199 N 1800 W, Lindon, UT 84042, United States",,,,,,Charge Point charger,0,,1,J-1772,40.3710176,-111.7677271,0
252,222761,Zion's Camp and Cottages,"130 W 200 N, La Verkin, UT 84745",,Open 24/7,Parking: Free,+1 435-429-1092,"Dining, Shopping, Restrooms, EV Parking, Lodging","For Zion's Camp and Cottages guests only, please. https://www.zionscampandcottages.com/",0,,1,J-1772,37.2053536,-113.2759132,0
253,223043,USSA Center of Excellence,"1 Victory Ln, Park City, UT 84060",,,Parking: Free,,"Park, Dining, EV Parking, Shopping, Restrooms","Two 32 amp Clipper Creek chargers. 240v. 
",2,,2,J-1772,40.6836703,-111.4704923,2
254,223431,Canyon Park Tech Center - Building C,"600 Technology Ave, Orem, UT 84097, USA",,Open 24/7,,,,,0,,2,J-1772,40.32602,-111.6824273,0
255,225521,Cache Valley Hospital,"Cache Valley Hospital, 2380 N 400 E, Logan, UT 84341, United States",,Open 24/7,Parking: Free,+1 435-713-9700,"EV Parking, Restrooms",Dedicated EV Charging for two vehicles immediately adjacent to the Cache Valley Hospital emergency room entrance.,4,,1,J-1772,41.7757068,-111.8233986,4
256,231136,Department of Workforce Services,"1290 E 1450 S, Clearfield, UT 84015, United States",9,Open 24/7,Parking: Free,,EV Parking,Multiple charging stations for use,5,,4,J-1772,41.0921316,-112.0014854,5
257,232236,McKay-Dee Hospital,"Harrison Blvd @ 4401 S (Ogden), Ogden, UT 84403, USA",,Open 24/7,Parking: Free,,EV Parking,4 chargepoint stations. Northeast end of hospital,1,,4,J-1772,41.184295,-111.9553407,1
258,232841,South Cache Valley Clinic,"190 S Highway 165, Providence, UT 84332, United States",,,Parking: Free,,EV Parking,Northeast corner of parking lot. Two unmarked spaces with a single ChargePoint charger.,1,,1,J-1772,41.704762,-111.8356365,1
259,236333,American Fork Hospital,"1220 E 120 N, American Fork, UT 84003, USA",,Open 24/7,Parking: Free,,EV Parking,East Parking Lot,1,,4,J-1772,40.3790757,-111.7677939,1
260,236805,Mike Hale Chevrolet,"2190 Rasmussen Rd, Park City, UT 84098, United States",,,Parking: Free,,"Shopping, Restrooms, EV Parking",Dealer charging station. 15A Voltec unit.,0,,1,J-1772,40.736389,-111.5556384,0
261,236933,Park City City Park,"1361 Sullivan Rd, Park City, UT 84060, USA",,,Parking: Free,,"EV Parking, Shopping, Dining, Restrooms, Park","4x32amp 240v J1772 Clipper Creek chargers. General parking so may be ICEâ€™d. 
",4,,4,J-1772,40.6539038,-111.5060915,4
262,237003,Intermountain Saratoga Springs Clinic,"354 UT-73, Saratoga Springs, UT 84045, USA",,,Parking: Free,,EV Parking,One dual-port Chargepoint station. $1.00 for two hours. $10.00 per hour after that.,3,,1,J-1772,40.388109,-111.9270811,3
263,237027,Price City Offices,"57 N 100 E, Price, UT 84501, USA",9,Open 24/7,Parking: Free,,"Dining, Shopping, Restrooms, EV Parking","2 ChargePoint L2 chargers right by the city offices, and two CPE250 62.5 kW superchargers by the city Library, and prehistoric museum. The superchargers are linked so if only one car is charging it will get up to 120kW.",7,,6,"CCS/SAE, CHAdeMO, J-1772",39.6004825,-110.8116859,7
264,237052,Comfort Suites,"175 N 1000 E, St. George, UT 84770, USA",,Open 24/7,Parking: Free,,"WiFi, Lodging, Restrooms, Dining, EV Parking, Shopping",Noodoe networked stations located on south side of the Comfort Suites. In the lane between the hotel and the car wash.,0,,2,J-1772,37.1111324,-113.564462,0
265,237328,"Clean Fuels Utah, Salt Lake City",4000 South State Street,,Open 24/7,Parking: Free,+1 801-382-8624,"WiFi, EV Parking, Restrooms",New L2 location at Clean Fuels UT SLC. Dual head 40 amp 240 volt Clipper Creek station provided by the Leaders For Clean Air. Come get a charge and check out another EV.,0,,1,J-1772,40.6848025,-111.8912225,0
266,237510,Bastion Technologies,"171 7065 S, Midvale, UT 84047, USA",,12:00 AM to 11:59 PM,Parking: Free,,EV Parking,,0,,1,J-1772,40.6228967,-111.8989256,0
267,237855,Best Western Plus Weston Inn,"250 N Main St Logan, Utah 84321",6.2,Open 24/7,Parking: Free,+1 435-752-5700,"Restrooms, EV Parking, Dining, Lodging","The Best Western has 2 Tesla desitnation chargers and one J-1772 charger for hotel guests. One Tesla charger and the J-1772 charger are visible, straight ahead, as you enter the parking lot. The other Tesla charger is on the side of the northernmost building of the hotel.",11,,3,"J-1772, Tesla",41.7361215,-111.8362759,11
268,238159,Granton Square,"84 W 4800 S Murray, UT",,Open 24/7,Parking: Free,,EV Parking,,0,,1,J-1772,40.668166,-111.895014,0
269,238163,First Utah Bank,"3802 S 2300 E Salt Lake City, UT",,Open 24/7,Parking: Free,,EV Parking,,1,,1,J-1772,40.6884467,-111.8270301,1
270,238179,Holladay Self Storage,"4700 S Highland Dr Holladay, UT",,Open 24/7,Parking: Free,,EV Parking,$1.98 (estimate) for 2 hours,0,,1,J-1772,40.6678868,-111.8428336,0
271,239333,West Wendover Welcome Center,"735 Wendover Blvd, West Wendover, NV 89883, USA",,Open 24/7,Parking: Free,,EV Parking,"One level II station, one HVDC station",3,,3,"CCS/SAE, CHAdeMO, J-1772",40.737022,-114.0595892,3
272,239555,Intermountain Bear River Valley Hospital,"Intermountain Bear River Valley Hospital, 905 N 1000 W, Tremonton, UT 84337, United States",,Open 24/7,Parking: Free,,EV Parking,6.6kW per port,0,,1,J-1772,41.7242295,-112.1847655,0
273,239684,Homewood Suites and Rio Grand Plaza Parking,"423 W 300 S, Salt Lake City, UT 84101, United States",,,Parking: Free,,"EV Parking, Restrooms, Dining, Lodging","32 amps at ~200 volts
",0,,2,J-1772,40.7625709,-111.9055837,0
274,240600,Regence BlueCross BlueShield of Utah Building,"2890 E Cottonwood Pkwy, Cottonwood Heights, UT 84121",,Open 24/7 - Seemingly 24x7 -No sign restricting use. Four hour maximum,Parking: Free,,"WiFi, Dining, EV Parking, Park","Behind the building there are six Clipper Creek 7kW chargers. Free and non-networked. The only sign says four hour maximum, there doesn't seem to be a restriction to building tenants only. No idea what the hours are, but I've veen there at least once on the weekend - Sunday afternoon - when they were on.",1,,6,J-1772,40.6327135,-111.8121949,1
275,240638,SKF Polyseal,"2464 S 6755 W, West Valley City, UT 84128, United States",,,Parking: Free,,EV Parking,,0,,2,J-1772,40.7177211,-112.0562369,0
276,240752,Rock Canyon Park,"1192 Eastcliff Ave, Provo, UT 84604, USA",,,Parking: Free,,"Park, EV Parking",Four BTC power charging stations powered by EVgateway. Part of the electric highway initiative and free for use.,2,,2,J-1772,40.268231,-111.640384,2
277,241064,Intermountain Riverton Hospital,"Riverton Hospital, 3741 W 12600 S, Riverton, UT 84065, United States",,,Parking: Free,,EV Parking,"Near entrance 1, patient tower",1,6.6 kW,2,J-1772,40.5205677,-111.9826311,1
278,241114,Utah State Board of Education,"250 East 500 South, Salt Lake City, UT 84114",,,Parking: Free,,EV Parking,Two dual-port Level 2 charging stations that are free to the public.,0,,2,J-1772,40.7581624,-111.8859063,0
279,241119,Brigham City Education Center,"195 W 1100 S, Brigham, City, UT 84302",,Open 24/7,Parking: Free,,EV Parking,Two Level 2 dual-port charging stations available for public use.,0,,2,J-1772,41.4858034,-112.0212633,0
280,241122,Utah Developmental Center,"895 N 900 E, American Fork, UT 84003",,Open 24/7,Parking: Free,,EV Parking,One Level 2 dual-port charger,0,,1,J-1772,40.3974943,-111.7802321,0
281,241133,Matheson Courthouse,"450 S State St, Salt Lake City, UT 84114",,8 AM - 5 PM,Parking: Free,,"Restrooms, Dining, EV Parking","Four Level 2 dual-port charging stations available to the public. Charging is free, but you do have to pay to park in the parking garage.",0,,4,J-1772,40.7595825,-111.8911912,0
282,241263,Davis Technical College,"DATC Drive @ 350 S (DATC), Kaysville, UT 84037",,Open 24/7,Parking: Pay,+1 888-758-4389,EV Parking,,0,,1,J-1772,41.029319,-111.9253497,0
283,241266,Delta Community Hospital,"126 White Sage Ave Delta, UT 84624",,Open 24/7,Parking: Free,,"Park, Restrooms",$1 for 2 hours,0,,1,J-1772,39.350092,-112.5632064,0
284,241391,Tim Dahle Nissan Nissan,"4528 State St, Murray, UT 84107, USA",5.9,Dealer hours: Mon. - Sat.: 9 a.m. - 9 p.m.,Parking: Free,,"EV Parking, Shopping, Restrooms",,17,50 kW,6,"CCS/SAE, CHAdeMO, J-1772",40.6729251,-111.8916983,17
285,242864,Grassy Mountain Rest Area Westbound,"I-80 West Bound Grassy Mountain Rest Area,
",,Open 24/7,Parking: Free,,"EV Parking, Restrooms",4 Level 2 ChargePoint stations -- free,2,6.6 kW,2,J-1772,40.6132202,-112.9651217,2
286,242865,Grassy Mountain East Rest Area,"East I-80 Grassy Mountain Rest Area, Milepost 54.2 Grantsville, UT",,Open 24/7,Parking: Free,,"EV Parking, Restrooms",4 Charge Point Level 2 stations -- free of charge.,1,6.6 kW,2,J-1772,40.7588721,-113.018627,1
287,243758,Rio Tinto Stadium,"Rio Tinto Stadium, Stadium Way, Sandy, UT 84070, United States",4.4,Open 24/7 - Some event days they might be closed. Check rsl.com for event schedule.,Parking: Pay,,WiFi,2 DC fast charges and 4 level 2 double head chargers. Open to the public and free for the time being.,6,6.6 - 62.5 kW,8,"CCS/SAE, CHAdeMO, J-1772",40.5829301,-111.8955551,6
288,243759,Rio Tinto Stadium South Lot,"Stadium Way, Sandy, UT 84070, USA",,Open 24/7 - Some event days they might be closed. Go to rsl.com to check event schedule.,Parking: Pay,,"EV Parking, WiFi",2 level 2 chargepoint stations,0,6.6 kW,2,J-1772,40.5812953,-111.8958221,0
289,243762,Sevier Valley Hospital,"1000 N Main St, Richfield, UT 84701, USA",,Open 24/7,Parking: Free,,EV Parking,$.50 per hour -- South Side,0,6.6 kW,1,J-1772,38.782734,-112.0856938,0
290,243764,IHC Taylorsville Clinic,"3865 W 4700 S, West Valley City, UT 84129, United States",,,Parking: Free,,EV Parking,Two 6.6 kW chargers on IHC Taylorsville clinic property,0,6.6 kW,1,J-1772,40.6671828,-111.985883,0
291,244451,Murray City Fire Department,"15 4800 S, Murray, UT 84107",,Open 24/7,Parking: Free,,EV Parking,,0,6.6 kW,1,J-1772,40.6662399,-111.8939393,0
292,244454,Civic Center Park - Football Parkin,"1579 W 2050 N Clinton, UT",,Open 24/7,Parking: Free,,"EV Parking, Park",,0,6.6 kW,1,J-1772,41.1432584,-112.0586105,0
293,244455,Civic Center Park - Playground,"1850 W 2300 N, Clinton, UT 84015, USA",,Open 24/7,Parking: Free,,"EV Parking, Park",,0,6.6 kW,1,J-1772,41.1471736,-112.0638621,0
294,244456,Powerline Park,"1711 1740 N, Clinton, UT 84015, USA",,Open 24/7,Parking: Free,,"EV Parking, Park",,0,6.6 kW,1,J-1772,41.1383417,-112.0611711,0
295,244460,Utah Schools for the Deaf and the Blind,"1335 W 12th St Ogden, UT",,Open 24/7,Parking: Free,,EV Parking,North West Parking,0,6.6 kW,4,J-1772,41.2438175,-112.014387,0
296,244462,Springville InstaCare,"762 W 400 S, Springville, UT 84663, USA",,Open 24/7,Parking: Free,,EV Parking,,0,,1,J-1772,40.1616617,-111.6276961,0
297,244469,Tie Fork Rest Area,"17845 US-6, Spanish Fork, UT 84660",,,Parking: Free,,EV Parking,,1,6.6 kW,2,J-1772,39.950681,-111.221307,1
298,244746,Stack Real Estate,2801 N Thanksgiving Way ,,,Parking: Free,,EV Parking,,0,7.2 kW,6,J-1772,40.4223388,-111.8856019,0
299,244982,Union Park Center - East,"6965 Union Park Center Building 7 Suite 430, Midvale, UT 84047",,Open 24/7,Parking: Free,,EV Parking,Lower level of parking garage in front of Building 7,0,6.6 kW,1,J-1772,40.6252731,-111.8576086,0
300,245012,Union Park Center - West,"6955 S Union Park Center, Midvale, UT 84047, USA",,,Parking: Free,,EV Parking,,0,6.6 kW,1,J-1772,40.6253947,-111.8592854,0
301,245280,Innovation Point NE,"1557 W Innovation Way, Lehi, UT 84043, United States",,,Parking: Free,,EV Parking,North of wework office,1,6.6 kW,2,J-1772,40.4307902,-111.8766745,1
302,245428,Fillmore International Healthcare Chargepoint,"674 UT-99, Fillmore, UT 84631, USA",,Open 24/7,Parking: Free,,"Dining, Restrooms, WiFi",Two CT4000 dual head Chargepoint unit open to the public. 6.6kW shared but free.,1,6.6 kW,2,J-1772,38.9546988,-112.3425371,1
303,245429,State of Utah Provo Courts - East,137 Freedom Blvd 200 W,,Open 24/7,Parking: Free,,"EV Parking, Restrooms",There are four CT4000 dual head charging units available to the public for free use. Each head can output 6.6kW but becomes 3.3kW when units are shared. These units are located in the parking garage on the first floor. There are more located on the west side and are accessed VIA N Freedom Blvd.,0,6.6 kW,4,J-1772,40.2356336,-111.665006,0
304,245430,State of Utah Provo Courts - West,"111 Freedom Blvd 200 W, Provo, UT 84601, USA",,Open 24/7,Parking: Free,,"EV Parking, Restrooms","Same units as the east units, but located on the west end. Two CT4000 units with two heads each can output 6.6kW but only 3.3kW when the units are shared. These units are free to the public.",0,6.6 kW,2,J-1772,40.235508,-111.664825,0
305,245432,Orem Community Hospital,"331 400 N, Orem, UT 84057, USA",,,Parking: Free,,"Park, WiFi, Shopping, EV Parking, Restrooms, Dining",Two CT4000 series 6.6kW dual head units for public use.,0,6.6 kW,2,J-1772,40.3030134,-111.7095212,0
306,245434,Intermountain Cedar City Healthcare Hospital,"108 W 1325 N Cedar City, UT",,Open 24/7,Parking: Free,,"EV Parking, Restrooms, WiFi, Park","Two CT4000 series dual head chargers. Each gives out 6.6kW when only one head is being used. 
",0,6.6 kW,2,J-1772,37.7010499,-113.0673741,0
307,245690,Mercedes Benz of Salt Lake City,"575 State St, Salt Lake City, UT 84111, USA",,8 am to 7 pm but hours may vary,Parking: Free,+1 855-780-1053,"EV Parking, Restrooms, Shopping, Grocery, WiFi, Park",Two CPE150 DC units capable of delivering around 25kW. One is located in front of the building on state street and the other is located in the back. Free to use though because they are new I am unsure of whether they are for public use 24/7. Added to plugshare on the 29th of May 2020,0,6.6 - 24 kW,2,"CCS/SAE, J-1772",40.7567555,-111.8896542,0
308,246183,Draper Park,"1254 Pioneer Rd, Draper, UT 84020, USA",,Open 24/7,Parking: Free,,"EV Parking, Park, Restrooms",North east parking lot East of the pavilion.,0,6.6 kW,2,J-1772,40.5249708,-111.8565099,0
309,39499,Blanding Supercharger,"12 N. Grayson Parkway, Blanding, UT 84511",10,Open 24/7 - Public restrooms are open 24/7,Parking: Free,+1 877-798-3752,"Park, EV Parking, Restrooms, Lodging, Dining","The Superchargers are located at the Visitor's Center. Map marker location is precise. Clean & well maintained public restrooms around the north side of the building, enter through the vestibule door. Lovely they're heated in the winter time. Lots of local police out giving tickets, beware.",68,120 kW,4,Supercharger,37.6256799,-109.4756793,50
310,40188,Moab Supercharger,"16 South Main Street, Moab, UT 84543",10,Open 24/7 - 24/7,Parking: Free,+1 877-798-3752,"Grocery, Shopping, WiFi, EV Parking, Restrooms, Lodging, Dining","The Superchargers are in the parking lot for the Best Western Plus Canyonlands in Moab. The map marker placement is precise. The hotel is lovely with friendly staff, big breakfast buffet, hot tub (year round) and very well located for exploring Moab.",148,120 kW,4,Supercharger,38.5729046,-109.5540751,50
311,43129,Utah Valley Regional Medical Center,"1034 North 500 West Provo, Utah 84604",10,24 hrs,,,,"1st floor parking garage (east garage) on the west wall. 202 volts.
",60,,8,"J-1772, Tesla, Wall",40.2481032,-111.6680558,50
312,44621,Green River Supercharger,"1765 E Main St, Green River, UT 84525",10,Open 24/7,Parking: Free,,"Park, Shopping, EV Parking, Restrooms, Lodging, Dining",I-70 exit 160 eastbound. I-70 exit 164 westbound. Located near the River History Museum.,277,120 - 150 kW,8,Supercharger,38.9939281,-110.1432873,50
